input_text,output_json
[ { "input": "I need to fit ENC1101 and MAC1105 into my schedule. I can only come to campus on Tuesdays and Thursdays, and I need to be done by 4 PM.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "07:00", "end": "16:00"}] } }, { "input": "I have a long commute, so I want to stack everything on Mondays and Wednesdays. Please no classes before 10 AM.", "output": { "preferred_days": ["Mon", "Wed"], "time_blocks": [{"start": "10:00", "end": "22:00"}] } }, { "input": "I work in the mornings until noon. I am free to take classes any weekday afternoon, but no evenings.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri"], "time_blocks": [{"start": "12:00", "end": "16:59"}] } }, { "input": "I want to take History and Art. I am not available on Fridays or Saturdays, and I prefer morning classes only.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu"], "time_blocks": [{"start": "07:00", "end": "11:59"}] } }, { "input": "Please schedule me for evening classes only. I work 9-5, so I can't start before 6 PM. Any day is fine except Saturday.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri"], "time_blocks": [{"start": "18:00", "end": "22:00"}] } }, { "input": "I need a schedule with no classes on Monday or Friday. Also, avoid anything before 9 AM.", "output": { "preferred_days": ["Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "09:00", "end": "22:00"}] } }, { "input": "I'm looking for Bio 101. I can only do classes on weekends (Saturday), and I want to stick to the morning block.", "output": { "preferred_days": ["Sat"], "time_blocks": [{"start": "07:00", "end": "11:59"}] } }, { "input": "Avoid rush hour traffic. I want classes between 10 AM and 3 PM only. Prefer Tuesdays and Thursdays.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "10:00", "end": "15:00"}] } }, { "input": "I have childcare duties in the afternoon. I need morning classes, preferably on Mon, Wed, or Fri.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "07:00", "end": "11:59"}] } }, { "input": "I can't do early mornings. Nothing before 11:00. I also need to have Fridays off for work.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "11:00", "end": "22:00"}] } }, { "input": "I need to maximize my work hours. Give me classes on Tuesday and Thursday evenings only.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "17:00", "end": "22:00"}] } }, { "input": "I want to take Spanish and Psych. I'm free Mon-Thu, but I need a block that avoids lunch (12-1 PM).", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu"], "time_blocks": [{"start": "07:00", "end": "12:00"}, {"start": "13:00", "end": "22:00"}] } }, { "input": "No classes after 2 PM because of sports practice. I prefer a schedule with no Wednesdays.", "output": { "preferred_days": ["Mon", "Tue", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "07:00", "end": "14:00"}] } }, { "input": "I am a night owl. I want afternoon or evening classes only, and absolutely no 8 AM starts. Available any day.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "12:00", "end": "22:00"}] } }, { "input": "Stack my classes on Monday and Wednesday. I need to be finished by 1 PM.", "output": { "preferred_days": ["Mon", "Wed"], "time_blocks": [{"start": "07:00", "end": "13:00"}] } }, { "input": "I can only attend campus on Fridays and Saturdays. I prefer afternoons.", "output": { "preferred_days": ["Fri", "Sat"], "time_blocks": [{"start": "12:00", "end": "16:59"}] } }, { "input": "Limit my schedule to Tuesdays and Thursdays. I have a job that starts at 5 PM, so I need to be done by 4:30 PM.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "07:00", "end": "16:30"}] } }, { "input": "I need ENC1102. I cannot do mornings. I am free Mon through Thu.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu"], "time_blocks": [{"start": "12:00", "end": "22:00"}] } }, { "input": "I commute from far away. I want classes only on MWF, and I need to avoid driving at night, so nothing after 4 PM.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "07:00", "end": "16:00"}] } }, { "input": "I need to take Calculus II. I can't do Mon/Wed/Fri. Prefer Tue/Thu afternoons.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "12:00", "end": "16:59"}] } }, { "input": "Please schedule everything after 10 AM. I want to keep Fridays free.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "10:00", "end": "22:00"}] } }, { "input": "I work weekends. I need classes Mon-Fri, but nothing later than 3 PM.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri"], "time_blocks": [{"start": "07:00", "end": "15:00"}] } }, { "input": "I want to exclude Mondays. I also can't do evenings. Mornings are best.", "output": { "preferred_days": ["Tue", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "07:00", "end": "11:59"}] } }, { "input": "I need a gap for lunch between 12 and 1. Other than that, I am free 9 to 5 on Tuesdays and Thursdays.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "09:00", "end": "12:00"}, {"start": "13:00", "end": "17:00"}] } }, { "input": "No early classes (before 9:30 AM) and no late classes (after 7 PM). Available Mon/Wed only.", "output": { "preferred_days": ["Mon", "Wed"], "time_blocks": [{"start": "09:30", "end": "19:00"}] } }, { "input": "I need to complete my science requirements. Saturday mornings are the only time I can come.", "output": { "preferred_days": ["Sat"], "time_blocks": [{"start": "07:00", "end": "11:59"}] } }, { "input": "Please avoid scheduling me on Fridays. I prefer late afternoons or evenings (after 3 PM).", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "15:00", "end": "22:00"}] } }, { "input": "I want all my classes on one day if possible, preferably Wednesday. I'm free from 8 AM to 8 PM.", "output": { "preferred_days": ["Wed"], "time_blocks": [{"start": "08:00", "end": "20:00"}] } }, { "input": "I can't do mornings. I have work until 1 PM. I can do classes after that, any weekday.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri"], "time_blocks": [{"start": "13:00", "end": "22:00"}] } }, { "input": "I need Intro to Philosophy. Tue/Thu schedule preferred, but nothing after 6 PM.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "07:00", "end": "18:00"}] } }, { "input": "I need to avoid the 7-9 AM rush hour. Also, I cannot attend classes on Tuesdays.", "output": { "preferred_days": ["Mon", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "09:00", "end": "22:00"}] } }, { "input": "Only schedule me for Mon, Wed, Fri. I need the mornings free, so start after 12:00.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "12:00", "end": "22:00"}] } }, { "input": "I want to take classes on the weekend only. Mornings or afternoons are fine, but no evenings.", "output": { "preferred_days": ["Sat"], "time_blocks": [{"start": "07:00", "end": "16:59"}] } }, { "input": "I'm busy with work Mon-Fri until 5 PM. I need evening classes or Saturday classes.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "17:00", "end": "22:00"}] } }, { "input": "I can only be on campus Mon and Tue. I need to leave by 2 PM to pick up my kids.", "output": { "preferred_days": ["Mon", "Tue"], "time_blocks": [{"start": "07:00", "end": "14:00"}] } }, { "input": "I need a schedule that avoids Fridays. I also want to avoid early mornings (before 10am).", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "10:00", "end": "22:00"}] } }, { "input": "I want to focus on my major classes. Tue/Thu only, between 11 AM and 5 PM.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "11:00", "end": "17:00"}] } }, { "input": "No classes on Monday. I prefer morning blocks, done by noon.", "output": { "preferred_days": ["Tue", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "07:00", "end": "12:00"}] } }, { "input": "I need to take Physics. I am available Mon, Wed, Fri, but I can't do evenings.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "07:00", "end": "16:59"}] } }, { "input": "I need to maximize my days off. Pack everything into Tuesday and Thursday. No classes before 9 AM.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "09:00", "end": "22:00"}] } }, { "input": "I work the night shift, so I can't do mornings. Afternoon classes only (12-5). Avoid Fridays.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Sat"], "time_blocks": [{"start": "12:00", "end": "17:00"}] } }, { "input": "I need a schedule with no Wednesdays and no Saturdays. Also, nothing after 4 PM.", "output": { "preferred_days": ["Mon", "Tue", "Thu", "Fri"], "time_blocks": [{"start": "07:00", "end": "16:00"}] } }, { "input": "I can only come to campus in the evenings (after 5 PM) on Mon and Wed.", "output": { "preferred_days": ["Mon", "Wed"], "time_blocks": [{"start": "17:00", "end": "22:00"}] } }, { "input": "Avoid traffic by scheduling me 10 AM to 2 PM only. Any weekday is fine.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu", "Fri"], "time_blocks": [{"start": "10:00", "end": "14:00"}] } }, { "input": "I need to take Chem Lab. I'm free Tuesdays and Thursdays, but I need a break from 12:00 to 13:30.", "output": { "preferred_days": ["Tue", "Thu"], "time_blocks": [{"start": "07:00", "end": "12:00"}, {"start": "13:30", "end": "22:00"}] } }, { "input": "I want classes on Mon/Wed/Fri, but I need to start late, after 11 AM.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "11:00", "end": "22:00"}] } }, { "input": "I cannot be on campus on Tuesdays. I prefer mornings, so nothing after 1 PM.", "output": { "preferred_days": ["Mon", "Wed", "Thu", "Fri", "Sat"], "time_blocks": [{"start": "07:00", "end": "13:00"}] } }, { "input": "I need evening classes because I work during the day. Mon-Thu only. No Fridays.", "output": { "preferred_days": ["Mon", "Tue", "Wed", "Thu"], "time_blocks": [{"start": "17:00", "end": "22:00"}] } }, { "input": "I want to stack classes on Monday and Tuesday. I'm free all day, but avoid 8 AM starts.", "output": { "preferred_days": ["Mon", "Tue"], "time_blocks": [{"start": "09:00", "end": "22:00"}] } }, { "input": "I need to take English Lit. I'm only available in the afternoons (12-5 PM) on Mon, Wed, or Fri.", "output": { "preferred_days": ["Mon", "Wed", "Fri"], "time_blocks": [{"start": "12:00", "end": "17:00"}] } } ]

{ "input_text": "I really need to stack my classes on Tuesdays and Thursdays.", "output_text": "{\"preferred_days\": [\"Tue\", \"Thu\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Can you make sure I have no classes on Fridays?", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I work a night shift, so I can only attend afternoon classes.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "I am a morning person. Schedule everything before noon.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"12:00\"}]}" }
{ "input_text": "I need to take ENC1101 and MAC1105, but only in the evenings.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Avoid scheduling anything on weekends.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I have to drop my kids off, so no classes before 9 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"09:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I commute from far away, so please group my classes on Mon and Wed.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can't stay on campus past 4 PM due to work.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"16:00\"}]}" }
{ "input_text": "Weekends only, please. I work full-time during the week.", "output_text": "{\"preferred_days\": [\"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need a lunch break. Avoid the 12 PM to 1 PM slot.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"12:00\"}, {\"start\": \"13:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Monday, Wednesday, and Friday mornings only.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "Tue/Thu afternoons are perfect for me.", "output_text": "{\"preferred_days\": [\"Tue\", \"Thu\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "I absolutely cannot do mornings.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Exclude Wednesdays from my schedule.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I want to be done by 2 PM every day.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"14:00\"}]}" }
{ "input_text": "Please schedule my Chemistry class for the evening.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need a schedule that avoids rush hour, so 10 AM to 3 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"10:00\", \"end\": \"15:00\"}]}" }
{ "input_text": "Monday through Thursday only, no Fridays or Saturdays.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I'm looking for late classes, after 6 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"18:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Nothing before 10 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"10:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I want to take History and Art on Tuesdays only.", "output_text": "{\"preferred_days\": [\"Tue\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Avoid Monday mornings.", "output_text": "{\"preferred_days\": [\"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can only do classes between 12:00 and 17:00.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"17:00\"}]}" }
{ "input_text": "I need to keep my Tuesdays completely free.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Classes on Saturday morning only.", "output_text": "{\"preferred_days\": [\"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "I prefer a MWF schedule.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "No classes later than 5 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"17:00\"}]}" }
{ "input_text": "I have a part-time job in the mornings, so I need afternoon or evening classes.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Only schedule me on Wednesday and Friday.", "output_text": "{\"preferred_days\": [\"Wed\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need to take STA2023. Morning classes preferred.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "Avoid early mornings. Start after 11 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"11:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can't attend classes on Thursdays.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Please give me a schedule with no gaps. I want back-to-back classes in the morning.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "Evening classes only, any day except Friday.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Sat\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need to be home by 6 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"18:00\"}]}" }
{ "input_text": "Prefer classes on Monday and Tuesday to have a long weekend.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can only do classes between 8 AM and 12 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"08:00\", \"end\": \"12:00\"}]}" }
{ "input_text": "No classes on Saturday.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I want to maximize my work hours. Schedule everything on Tuesday.", "output_text": "{\"preferred_days\": [\"Tue\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need Calculus I and Physics I. Avoid scheduling them on Fridays.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I am not free until 1 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"13:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I want to attend classes on Saturday afternoon.", "output_text": "{\"preferred_days\": [\"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "Please keep my evenings free.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "Mon/Wed/Fri, but not before 10 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\", \"Fri\"], \"time_blocks\": [{\"start\": \"10:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Tuesday and Thursday evenings preferred.", "output_text": "{\"preferred_days\": [\"Tue\", \"Thu\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can't do Mondays or Fridays.", "output_text": "{\"preferred_days\": [\"Tue\", \"Wed\", \"Thu\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Only early mornings, please. I need to be done by 10 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"10:00\"}]}" }
{ "input_text": "I have a long drive. Stack everything into one day, preferably Wednesday.", "output_text": "{\"preferred_days\": [\"Wed\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Avoid classes between 11 AM and 2 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:00\"}, {\"start\": \"14:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I'm a parent. I need classes while my kids are in school, 9 AM to 2 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"09:00\", \"end\": \"14:00\"}]}" }
{ "input_text": "No classes on Sunday. Actually, no weekends at all.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I prefer online classes, but if I have to come in, make it evenings.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need a schedule that frees up my mornings for work. Start after 1 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"13:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Only Tuesday mornings.", "output_text": "{\"preferred_days\": [\"Tue\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "I want to avoid Friday afternoons.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need PSY2012. Weekends are best.", "output_text": "{\"preferred_days\": [\"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "No classes before 8:30 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"08:30\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can only do Mon and Wed evenings.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Classes must be between 10:00 and 14:00.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"10:00\", \"end\": \"14:00\"}]}" }
{ "input_text": "I'm not available on Tuesdays or Thursdays.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need to take Biology. I prefer to have it in the afternoon.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"12:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "Can I get all my classes on Friday?", "output_text": "{\"preferred_days\": [\"Fri\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Avoid classes after 3 PM to pick up kids.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"15:00\"}]}" }
{ "input_text": "I need to take Intro to Business. Tue/Thu morning preferred.", "output_text": "{\"preferred_days\": [\"Tue\", \"Thu\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
{ "input_text": "I want a 4-day weekend. Schedule everything Tue-Thu.", "output_text": "{\"preferred_days\": [\"Tue\", \"Wed\", \"Thu\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can't attend classes from 12 PM to 5 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"12:00\"}, {\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "Monday morning and Wednesday afternoon.", "output_text": "{\"preferred_days\": [\"Mon\", \"Wed\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}, {\"start\": \"12:00\", \"end\": \"16:59\"}]}" }
{ "input_text": "Please no classes on Monday or Wednesday.", "output_text": "{\"preferred_days\": [\"Tue\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I prefer classes that start after 9:30 AM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"09:30\", \"end\": \"22:00\"}]}" }
{ "input_text": "I need to maximize my study time in the mornings. Classes in the evening only.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"17:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I can only do Tuesdays.", "output_text": "{\"preferred_days\": [\"Tue\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"22:00\"}]}" }
{ "input_text": "I want to avoid morning traffic, so start at 10 AM, and avoid evening traffic, so end by 4 PM.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"10:00\", \"end\": \"16:00\"}]}" }
{ "input_text": "Any day is fine, but I strictly need morning classes.", "output_text": "{\"preferred_days\": [\"Mon\", \"Tue\", \"Wed\", \"Thu\", \"Fri\", \"Sat\"], \"time_blocks\": [{\"start\": \"07:00\", \"end\": \"11:59\"}]}" }
